Algorithm,Dataset,Size,Environment,Reward_mean,Reward_std,Steps,Seed
BC,mixed,80,test_100,0.375,0.4841229182759271,17000,21
BC,mixed,80,test_0,0.225,0.4175823272122516,17000,21
BC,mixed,80,train,0.625,0.4841229182759271,18000,21
BC,mixed,80,test_100,0.275,0.4465142774872938,18000,21
BC,mixed,80,test_0,0.225,0.4175823272122516,18000,21
BC,mixed,80,train,0.8,0.4,19000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,19000,21
BC,mixed,80,test_0,0.175,0.3799671038392666,19000,21
BC,mixed,80,train,0.7,0.458257569495584,20000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,20000,21
BC,mixed,80,test_0,0.275,0.4465142774872938,20000,21
BC,mixed,80,train,0.725,0.4465142774872938,21000,21
BC,mixed,80,test_100,0.35,0.4769696007084729,21000,21
BC,mixed,80,test_0,0.2,0.4,21000,21
BC,mixed,80,train,0.65,0.4769696007084728,22000,21
BC,mixed,80,test_100,0.4,0.4898979485566356,22000,21
BC,mixed,80,test_0,0.225,0.4175823272122516,22000,21
BC,mixed,80,train,0.675,0.4683748498798798,23000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,23000,21
BC,mixed,80,test_0,0.275,0.4465142774872938,23000,21
BC,mixed,80,train,0.8,0.4,24000,21
BC,mixed,80,test_100,0.3,0.4582575694955839,24000,21
BC,mixed,80,test_0,0.2,0.4000000000000001,24000,21
BC,mixed,80,train,0.725,0.4465142774872938,25000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,25000,21
BC,mixed,80,test_0,0.275,0.4465142774872938,25000,21
BC,mixed,80,train,0.725,0.4465142774872938,26000,21
BC,mixed,80,test_100,0.35,0.4769696007084728,26000,21
BC,mixed,80,test_0,0.2,0.4,26000,21
BC,mixed,80,train,0.725,0.4465142774872938,27000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,27000,21
BC,mixed,80,test_0,0.225,0.4175823272122516,27000,21
BC,mixed,80,train,0.65,0.4769696007084728,28000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,28000,21
BC,mixed,80,test_0,0.2,0.4,28000,21
BC,mixed,80,train,0.825,0.3799671038392666,29000,21
BC,mixed,80,test_100,0.35,0.4769696007084728,29000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,29000,21
BC,mixed,80,train,0.8,0.4,30000,21
BC,mixed,80,test_100,0.3,0.4582575694955839,30000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,30000,21
BC,mixed,80,train,0.825,0.3799671038392666,31000,21
BC,mixed,80,test_100,0.425,0.4943429983321297,31000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,31000,21
BC,mixed,80,train,0.675,0.4683748498798798,32000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,32000,21
BC,mixed,80,test_0,0.2,0.4000000000000001,32000,21
BC,mixed,80,train,0.725,0.4465142774872938,33000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,33000,21
BC,mixed,80,test_0,0.225,0.4175823272122516,33000,21
BC,mixed,80,train,0.725,0.4465142774872938,34000,21
BC,mixed,80,test_100,0.4,0.4898979485566356,34000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,34000,21
BC,mixed,80,train,0.725,0.4465142774872938,35000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,35000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,35000,21
BC,mixed,80,train,0.725,0.4465142774872938,36000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,36000,21
BC,mixed,80,test_0,0.2,0.4,36000,21
BC,mixed,80,train,0.75,0.4330127018922193,37000,21
BC,mixed,80,test_100,0.4,0.4898979485566356,37000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,37000,21
BC,mixed,80,train,0.75,0.4330127018922193,38000,21
BC,mixed,80,test_100,0.4,0.4898979485566356,38000,21
BC,mixed,80,test_0,0.175,0.3799671038392666,38000,21
BC,mixed,80,train,0.675,0.4683748498798798,39000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,39000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,39000,21
BC,mixed,80,train,0.7,0.458257569495584,40000,21
BC,mixed,80,test_100,0.3,0.4582575694955839,40000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,40000,21
BC,mixed,80,train,0.7,0.458257569495584,41000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,41000,21
BC,mixed,80,test_0,0.2,0.4,41000,21
BC,mixed,80,train,0.725,0.4465142774872938,42000,21
BC,mixed,80,test_100,0.3,0.4582575694955839,42000,21
BC,mixed,80,test_0,0.2,0.4,42000,21
BC,mixed,80,train,0.725,0.4465142774872938,43000,21
BC,mixed,80,test_100,0.35,0.4769696007084729,43000,21
BC,mixed,80,test_0,0.275,0.4465142774872938,43000,21
BC,mixed,80,train,0.625,0.4841229182759271,44000,21
BC,mixed,80,test_100,0.325,0.4683748498798799,44000,21
BC,mixed,80,test_0,0.225,0.4175823272122516,44000,21
BC,mixed,80,train,0.625,0.4841229182759271,45000,21
BC,mixed,80,test_100,0.3,0.4582575694955839,45000,21
BC,mixed,80,test_0,0.275,0.4465142774872938,45000,21
BC,mixed,80,train,0.675,0.4683748498798798,46000,21
BC,mixed,80,test_100,0.35,0.4769696007084728,46000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,46000,21
BC,mixed,80,train,0.65,0.4769696007084729,47000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,47000,21
BC,mixed,80,test_0,0.275,0.4465142774872938,47000,21
BC,mixed,80,train,0.725,0.4465142774872938,48000,21
BC,mixed,80,test_100,0.375,0.4841229182759271,48000,21
BC,mixed,80,test_0,0.3,0.4582575694955839,48000,21
BC,mixed,80,train,0.7,0.458257569495584,49000,21
BC,mixed,80,test_100,0.4,0.4898979485566356,49000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,49000,21
BC,mixed,80,train,0.675,0.4683748498798798,50000,21
BC,mixed,80,test_100,0.425,0.4943429983321297,50000,21
BC,mixed,80,test_0,0.25,0.4330127018922193,50000,21
